66.6666666667,160.7,5.108,0,0
33.3333333333,32.5,2.72,0,0
33.3333333333,30.6,63.239,0,16.03
55.5555555556,+AC0-11.2,3.005,0,0
22.2222222222,155.2,54.463,0,8.4233333333
22.2222222222,+AC0-125,8.406,0,25.1733333333
22.2222222222,96.5,94.52,0,15.3633333333
33.3333333333,7.4,13.605,0,0
33.3333333333,+AC0-208.7,31.37,7.6923076923,25.8920512821
33.3333333333,268.3,95.295,0,48.0415810277
33.3333333333,50.6,18.914,15.3846153846,54.4445586298
33.3333333333,+AC0-164.3,5.721,0,0
33.3333333333,+AC0-47.5,3.908,0,0
33.3333333333,26.1,2.298,0,0
33.3333333333,+AC0-31.9,3.418,0,9.081025641
33.3333333333,+AC0-41.7,2.593,0,3.7820512821
33.3333333333,319.1,97.56,0,91.9355555556
33.3333333333,22.2,79.394,0,2.591025641
33.3333333333,229.9,93.597,0,69.973968254
33.3333333333,28.7,63.585,0,30.66
33.3333333333,+AC0-252.8,27.586,0,14.0620512821
55.5555555556,261.5,96.917,0,17.0143589744
33.3333333333,+AC0-165.1,6.988,0,20.1533333333
33.3333333333,301,97.248,7.6923076923,32.8466666667
33.3333333333,172.5,22.63,7.6923076923,66.0370092227
33.3333333333,+AC0-139,2.809,0,0
55.5555555556,+AC0-131.8,2.674,0,0
55.5555555556,+AC0-116.6,3.418,0,7.5733333333
55.5555555556,172.7,4.274,0,16.1266666667
55.5555555556,+AC0-86.7,2.986,0,0
55.5555555556,+AC0-4.7,2.835,0,0
33.3333333333,36.3,43.096,0,0
33.3333333333,22.4,78.416,7.6923076923,27.0231623932
33.3333333333,7.7,27.718,0,6.471025641
33.3333333333,60.7,96.525,0,38.5211111111
33.3333333333,266.7,97.646,0,28.1543589744
66.6666666667,+AC0-138.8,2.458,0,0
33.3333333333,+AC0-83,20.962,0,33.13
33.3333333333,+AC0-157.9,3.438,0,4.541025641
33.3333333333,47.9,77.917,15.3846153846,56.4357971014
33.3333333333,+AC0-39.7,43.766,0,0
33.3333333333,+AC0-128,4.827,0,39.721025641
33.3333333333,+AC0-143.7,2.68,0,32.2533333333
55.5555555556,9.6,40.513,7.6923076923,27.0231623932
33.3333333333,11,28.975,0,13.6730769231
55.5555555556,+AC0-87.8,7.835,0,0
55.5555555556,57.8,61.768,0,3.141025641
33.3333333333,+AC0-123.9,31.134,0,0
33.3333333333,+AC0-143,2.514,0,8.251025641
33.3333333333,137.7,4.476,0,53.9657894737
44.4444444444,+AC0-147.9,2.379,0,0
33.3333333333,+AC0-177.5,2.406,0,0
33.3333333333,+AC0-144.5,2.731,0,0
44.4444444444,296.4,82.679,0,0
44.4444444444,14.6,18.066,0,0
66.6666666667,65.9,86.587,0,4.541025641
66.6666666667,+AC0-191.2,16.396,0,0
55.5555555556,42,45.142,0,0
44.4444444444,67.2,22.491,0,8.451025641
33.3333333333,+AC0-193.9,2.74,0,0
33.3333333333,+AC0-139.6,5.942,0,0
44.4444444444,43.4,17.999,7.6923076923,52.6274747475
44.4444444444,+AC0-4.2,2.777,0,53.7633333333
44.4444444444,273.7,86.029,0,53.2098412698
55.5555555556,34.3,69.232,0,28.6031623932
55.5555555556,68.2,97.74,7.6923076923,125.6588888889
55.5555555556,+AC0-270.3,2.545,0,8.071025641
33.3333333333,41.8,96.822,0,36.5744444444
33.3333333333,18.1,34.091,0,0
33.3333333333,26.4,97.56,15.3846153846,66.4068247694
33.3333333333,+AC0-193.2,3.336,0,32.2533333333
33.3333333333,+AC0-63.3,4.301,0,0
33.3333333333,+AC0-63.5,4.081,0,0
33.3333333333,+AC0-123.2,2.809,0,4.541025641
55.5555555556,+AC0-58.7,5.613,0,2.2520512821
55.5555555556,48.7,83.976,0,0
55.5555555556,+AC0-60.5,27.942,0,0
55.5555555556,17.2,96.943,0,13.0576923077
44.4444444444,+AC0-250.9,30.019,0,21.1122222222
44.4444444444,+AC0-149.5,3.348,0,17.451025641
33.3333333333,+AC0-6.5,2.97,0,15.4933333333
66.6666666667,+AC0-192.8,5.584,0,0
44.4444444444,153.6,10.766,0,27.1698290598
66.6666666667,+AC0-143.7,2.52,0,7.6433333333
77.7777777778,164.5,15.063,0,38.5563768116
44.4444444444,55.3,20.768,0,19.7433333333
44.4444444444,24.7,16.111,0,8.071025641
55.5555555556,+AC0-178.5,7.936,0,14.0620512821
55.5555555556,88.7,21.984,0,3.0520512821
55.5555555556,55.6,94.941,0,0
33.3333333333,48.3,26.494,0,36.3762653289
33.3333333333,+AC0-50.2,27.743,0,0
55.5555555556,320.8,97.515,7.6923076923,81.7220538721
33.3333333333,59.5,81.48,15.3846153846,59.4661001318
33.3333333333,+AC0-68.2,68.948,0,15.3633333333
